id,idno,nation_abbreviation,statement_title,database,data_url,nation_name,year,producers_name,entity_name,entity_contact,abstract,coll_dates,analysis_unit,geog_coverage,data_kind,notes,method_data_collectors_name,method_sampling,method_coll_mode,method_research_instrument,method_weight,cit_req,disclaimer,project_specific,idp,Longitude,Latitude,Region,Economy,income_group,original,country_of_birth,country_of_citizenship,acquisition_of_citizenship,date_arrival,reason_for_migration,place_of_birth,date_of_first_dp,date_of_recent_dp,main_reason_initial,main_reason_recent,loc_habit,loc_usual,Region_v2,tag_new_food_insecurity,tag_new_health,tag_new_water_sanitation,tag_new_education,tag_new_welfare,tag_new_labor_employment,tag_new_finance_credit_debt,tag_new_protection,tag_new_gender,tag_new_safety_security_conflict,tag_new_housing_assets,tag_new_shocks,tag_new_agriculture_livestock_fishery,tag_new_subjective_poverty,tag_new_coping_mechanisms,tag_new_demographics,tag_new_social,tag_new_remmitance,tag_new_child_labor,tag_new_migration
238,UNHCR-LBN-COVID-19-2020-v2.1,LBN,"COVID19 Refugee Household Monitoring, 2020",UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/238,Lebanon,2020,UNHCR,UNHCR,"Curation team/UNHCR/microdata@unhcr.org/;Expert Functions (AWF), Tamara Stupalov/UNHCR/stupalov@unhcr.org/","UNHCR conducts Protection Monitoring with partners to analyze trends in the protection environment and situation of refugees in all regions of Lebanon on an ongoing basis. With the outbreak of COVID-19 in Lebanon and the introduction of movement and other restrictions aimed at preventing and containing the spread of the virus, UNHCR and its Protection Monitoring partners Caritas, Intersos and Sheild developed a specific questionnaire to elicit feedback from refugees on the impact of the COVID-19 response on their protection and well-being.
The feedback from refugees is used to inform advocacy and programmatic interventions and modes of implementation with the aim of improving refugees' access to protection and essential services, assistance and information.",-2020-03-20-2020-06-0,Households,National,Sample survey data [ssd],"The questionnaire included key indicators on household demographics, shelter, medical conditions, COVID19 measures and penalties, special needs due to COVID 19",UNHCR,"Each week, the caseload is sampled by Registration and sent to partners, who have a set target for calls to conduct each week. 

HHs are sampled by Registration to satisfy the following criteria: 
1. Age and gender related criteria:
1. a20% Cases with individuals between 16 and 25 -50% male/female
1.b 30% Cases with individuals between 26 and 59 -50% male/female
1.c 10% Cases with individuals who are 60 and above -50%male/female
 
2. Specific needs criteria
2.a 20% Cases with older person at risk
2.b 10% Cases with one or family members with disability
2.c 10% Cases with one or more family members with critical medical condition

[note that this method results in sampling from overlapping stratas] 
When sampling and assigning cases to partners, Registration is also taking into account: 
3. the geographical distribution of refugees [although note - sampling is not yet exactly proportional to refugee distribution, but efforts are being made it to make it more so) 
4. partners' capacity to complete the desired interview volume
5. the non-response rate that each partner is getting (e.g. this week Intersos BML was given more cases as they have a higher non-response rate than average)",Computer Assisted Telephone Interview [cati],NA,NA,"Please cite as follows:

(2020) COVID19 Refugee Household Monitoring, UNHCR microdata library, https://microdata.unhcr.org",NA,0,0,35.87869869334166,33.92210073342483,Middle East & North Africa,Lebanon,Lower middle income,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Middle East & North Africa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
243,UNHCR-LBN-MEED-WAVE1-2020-RON-v2.0,LBN,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 1 (RON) 2020",UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/243,Lebanon,2020,UNHCR,UNHCR,Curation Team/UNHCR/microdata@unhcr.org/,"The Monitoring of the Effects of the Economic Deterioration on Refugee Households dataset is a Phone survey of Syrian and non-Syrian households to monitor the changes over time in key areas in the context of the deteriorating economic situation in Lebanon.The UNHCR call center was used to conduct the two waves of data collection: 20-28 February (Wave I) and 17 April-15 May (Wave II). Several call attempts were made at different times of the day to reach the largest possible number of households.
After the Wave I of the survey, which was collected before the first case of Covid 19 was reported in Lebanon, the Wave II was conducted to account for the impacts of the spread of the Covid 19 virus on refugees, the level of awarness among them and their accessibility to hygiene items and health care services. This dataset includes only Wave1 fot the non-Syrian refugees cases.",2020-02-21-2020-02-2,Household,National,Sample survey data [ssd],"The questionnaire included key indicators on household demographics, shelter, expenditures,  livelihoods, debt, coping strategies, food security and consumption, and health.

The scope includes:
- key indicators on household demographics
- accomodation
- rent
- employment
- health
- food security
- livelihoods
- food consumption
- debt
- coping strategies and assistance
- intention to return
- education",UNHCR,"In order to facilitate regular monitoring of the change for households nationally, this monitoring approach will employ a phone survey approach conducted on a quarterly basis with wave 1 starting in February 2020.

To achieve this, a simple random sampling approach was used, extracted from UNHCR database in Lebanon. Two nationally representative samples were extracted: (1) Syrian refugees, and (2) Non-Syrian refugees. Each sample is estimated at 500 (total 1,000) refugee households.
To account for non-response rate, the data samples were enlarged: 1,000 Syrians and 1,000 non-syrians.",Computer Assisted Telephone Interview [cati],"The questionnaire included key indicators on household demographics, shelter, expenditures,  livelihoods, debt, coping strategies, food security and consumption, and health.",Weights were assigned to each sample  according to the population of refugees registered in the country. The weighting system was used to compensate for the unequal probabilities of a household being included in the sample.,"Please cite as follows:

(2020) Monitoring of the effects of Economic Deterioration on Refugee Households, Wave 1 (RON) , UNHCR microdata library, https://microdata.unhcr.org",NA,0,0,35.87869869334166,33.92210073342483,Middle East & North Africa,Lebanon,Lower middle income,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Middle East & North Africa,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
239,UNHCR-LBN-MEED-WAVE1-2020-SYR-v2.0,LBN,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 1 (SYR) 2020",UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/239,Lebanon,2020,UNHCR,UNHCR,Curation Team/UNHCR/microdata@unhcr.org/,"The Monitoring of the Effects of the Economic Deterioration on Refugee Households dataset is a Phone survey of Syrian and non-Syrian households to monitor the changes over time in key areas in the context of the deteriorating economic situation in Lebanon.The UNHCR call center was used to conduct the two waves of data collection: 20-28 February (Wave I) and 17 April-15 May (Wave II). Several call attempts were made at different times of the day to reach the largest possible number of households.
After the Wave I of the survey, which was collected before the first case of Covid 19 was reported in Lebanon, the Wave II was conducted to account for the impacts of the spread of the Covid 19 virus on refugees, the level of awarness among them and their accessibility to hygiene items and health care services. This dataset includes only Wave1 fot the non-Syrian refugees cases.",2020-02-21-2020-02-2,Household,National,Sample survey data [ssd],"The questionnaire included key indicators on household demographics, shelter, expenditures,  livelihoods, debt, coping strategies, food security and consumption, and health.

The scope includes:
- key indicators on household demographics
- accomodation
- rent
- employment
- health
- food security
- livelihoods
- food consumption
- debt
- coping strategies and assistance
- intention to return
- education",UNHCR,"In order to facilitate regular monitoring of the change for households nationally, this monitoring approach will employ a phone survey approach conducted on a quarterly basis with wave 1 starting in February 2020.

To achieve this, a simple random sampling approach was used, extracted from UNHCR database in Lebanon. Two nationally representative samples were extracted: (1) Syrian refugees, and (2) Non-Syrian refugees. Each sample is estimated at 500 (total 1,000) refugee households.
To account for non-response rate, the data samples were enlarged: 1,000 Syrians and 1,000 non-syrians.",Computer Assisted Telephone Interview [cati],"The questionnaire included key indicators on household demographics, shelter, expenditures,  livelihoods, debt, coping strategies, food security and consumption, and health.",NA,"Please cite as follows:

(2020) Monitoring of the effects of Economic Deterioration on Refugee Households, Wave 1  (SYR), UNHCR microdata library, https://microdata.unhcr.org",NA,0,0,35.87869869334166,33.92210073342483,Middle East & North Africa,Lebanon,Lower middle income,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Middle East & North Africa,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
244,UNHCR-LBN-MEED-WAVE2-RON-2020-v2.1,LBN,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 2 (RON) 2020",UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/244,Lebanon,2020,UNHCR,UNHCR,Curation Team/UNHCR/microdata@unhcr.org/,"The Monitoring of the Effects of the Economic Deterioration on Refugee Households dataset is a Phone survey of Syrian and non-Syrian households to monitor the changes over time in key areas in the context of the deteriorating economic situation in Lebanon.The UNHCR call center was used to conduct the two waves of data collection: 20-28 February (Wave I) and 17 April-15 May (Wave II). Several call attempts were made at different times of the day to reach the largest possible number of households.
After the Wave I of the survey, which was collected before the first case of Covid 19 was reported in Lebanon, the Wave II was conducted to account for the impacts of the spread of the Covid 19 virus on refugees, the level of awarness among them and their accessibility to hygiene items and health care services. This dataset includes only the non-Syrian refugees cases.",2020-04-17-2020-05-2,Household,National,Sample survey data [ssd],"The questionnaire included key indicators on household demographics, shelter, expenditures,  livelihoods, debt, coping strategies, food security and consumption, and health. In addition, it included indicators on Covid 19, its impacts on access to services, levels of awarness, and access to PFEs and hygiene items.

The scope includes:
- key indicators on household demographics
- accomodation
- rent
- employment
- health/ Covid 19
- food security
- livelihoods
- food consumption
- debt
- coping strategies and assistance
- intention to return
- education",UNHCR,"In order to facilitate regular monitoring of the change for households nationally, this monitoring approach employed a phone survey approach conducted on a quarterly basis with wave 1 starting in February 2020 and wave 2 (presented herein) starting in April 2020. 

To achieve this, a simple random sampling approach was used in both waves, extracted from UNHCR database in Lebanon. Two nationally representative samples were extracted: (1) Syrian refugees, and (2) Non-Syrian refugees. Each sample is estimated at 500 (total 1,000) refugee households.
To account for non-response rate, the data samples were enlarged: 1,000 Syrians and 1,000 non-syrians.",Computer Assisted Telephone Interview [cati],"The questionnaire included key indicators on household demographics, shelter, expenditures,  livelihoods, debt, coping strategies, food security and consumption, and health. In addition, it included indicators on Covid 19, its impacts on access to services, levels of awarness, and access to PFEs and hygiene items.",No weighting was applied for this dataset since it includes only non-Syrian records.,"Please cite as follows:

(2020) Monitoring of the effects of Economic Deterioration on Refugee Households, Wave 2 (RON) , UNHCR microdata library, https://microdata.unhcr.org",NA,0,0,35.87869869334166,33.92210073342483,Middle East & North Africa,Lebanon,Lower middle income,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Middle East & North Africa,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
240,UNHCR-LBN-MEED-WAVE2-SYR-2020-v2.1,LBN,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 2 (SYR) 2020",UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/240,Lebanon,2020,UNHCR,UNHCR,Curation team/UNHCR/microdata@unhcr.org/,"The Monitoring of the Effects of the Economic Deterioration on Refugee Households dataset is a Phone survey of Syrian and non-Syrian households to monitor the changes over time in key areas in the context of the deteriorating economic situation in Lebanon.The UNHCR call center was used to conduct the two waves of data collection: 20-28 February (Wave I) and 17 April-15 May (Wave II). Several call attempts were made at different times of the day to reach the largest possible number of households.
After the Wave I of the survey, which was collected before the first case of Covid 19 was reported in Lebanon, the Wave II was conducted to account for the impacts of the spread of the Covid 19 virus on refugees, the level of awarness among them and their accessibility to hygiene items and health care services. This dataset includes only the Syrian refugees cases.",2020-04-17-2020-05-1,Household,National,Sample survey data [ssd],"The questionnaire included key indicators on household demographics, shelter, expenditures,  livelihoods, debt, coping strategies, food security and consumption, and health. In addition, it included indicators on Covid 19, its impacts on access to services, levels of awarness, and access to PFEs and hygiene items.

The scope includes:
- key indicators on household demographics
- accomodation
- rent
- employment
- health/ Covid 19
- food security
- livelihoods
- food consumption
- debt
- coping strategies and assistance
- intention to return
- education",UNHCR,"In order to facilitate regular monitoring of the change for households nationally, this monitoring approach employed a phone survey approach conducted on a quarterly basis with wave 1 starting in February 2020 and wave 2 (presented herein) starting in April 2020. 

To achieve this, a simple random sampling approach was used in both waves, extracted from UNHCR database in Lebanon. Two nationally representative samples were extracted: (1) Syrian refugees, and (2) Non-Syrian refugees. Each sample is estimated at 500 (total 1,000) refugee households.
To account for non-response rate, the data samples were enlarged: 1,000 Syrians and 1,000 non-syrians.",Computer Assisted Telephone Interview [cati],"The questionnaire included key indicators on household demographics, shelter, expenditures,  livelihoods, debt, coping strategies, food security and consumption, and health. In addition, it included indicators on Covid 19, its impacts on access to services, levels of awarness, and access to PFEs and hygiene items.",No weighting was applied for this dataset since it includes only Syrian records.,"Please cite as follows:

(2020) Monitoring of the effects of Economic Deterioration on Refugee Households, Wave 2 (SYR) , UNHCR microdata library, https://microdata.unhcr.org",NA,0,0,35.87869869334166,33.92210073342483,Middle East & North Africa,Lebanon,Lower middle income,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Middle East & North Africa,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
304,UNHCR_LBN_2020_MEED_WAVE3_RON_v2.1,LBN,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 3 (RON) 2020",UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/304,Lebanon,2020,UNHCR,UNHCR,Curation Team/UNHCR/microdata@unhcr.org/,"The Monitoring of the Effects of the Economic Deterioration on Refugee Households dataset is a Phone survey of Syrian and non-Syrian households to monitor the changes over time in key areas in the context of the deteriorating economic situation in Lebanon. This wave focuses on: livelihoods, economic vulnerability, living conditions, access to health services, food and livelihood coping strategies, covid-19. This dataset includes only the non-Syrian refugees cases.",2020-09-15-2020-10-1,Household,National,Sample survey data [ssd],"The scope includes:
- Livelihoods:  Loss of jobs, salary cuts, job retention and new job opportunities
- Economic vulnerability: household debt
- Living conditions: rental costs, mobility, eviction and eviction threats
- Access to health services: demand and access to primary healthcare and hospitalization
- Food and Livelihood Coping Strategies: Rates of key negative food and non-food related coping strategies
- COVID-19: Access to hygiene items",UNHCR,"A nationally representative sample was extracted from the UNHCR database in Lebanon using a simple random sampling approach. Two nationally representative samples were extracted: (1)Syrian refugees, and (2)Non-Syrian refugees. Data collected through the call center via Phone survey. To accounting for non-response rate, 1,000 Syrian and 1,000 non-Syrian cases were sampled. NB: Please note that while comparison is usually made to VARON/VASYR, methodologies completely differ and as such comparisons should be approached with caution and not interpreted to the dot. Result: High non-response rate for non-Syrians (close to 65%). Therefore results might not be representative of the non-Syrian population and therefore should be treated with caution. 353 interviews completed.",Computer Assisted Telephone Interview [cati],"The questionnaire included key indicators on household demographics, shelter, expenditures,  livelihoods, debt, coping strategies, food security and consumption, and health.",NA,"Please cite as follows:

UNHCR (2020) Monitoring of the effects of Economic Deterioration on Refugee Households, Wave 3, UNHCR microdata library, https://microdata.unhcr.org",NA,0,0,35.87869869334166,33.92210073342483,Middle East & North Africa,Lebanon,Lower middle income,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Middle East & North Africa,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
305,UNHCR_LBN_2020_MEED_WAVE3_SYR_v2.1,LBN,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 3 (SYR) 2020",UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/305,Lebanon,2020,UNHCR,UNHCR,Curation Team/UNHCR/microdata@unhcr.org/,"The Monitoring of the Effects of the Economic Deterioration on Refugee Households dataset is a Phone survey of Syrian and non-Syrian households to monitor the changes over time in key areas in the context of the deteriorating economic situation in Lebanon. This wave focuses on: livelihoods, economic vulnerability, living conditions, access to health services, food and livelihood coping strategies, covid-19. This dataset includes only the Syrian refugees cases.",2020-09-15-2020-10-1,Household,National,Sample survey data [ssd],"The scope includes:
- Livelihoods:  Loss of jobs, salary cuts, job retention and new job opportunities
- Economic vulnerability: household debt
- Living conditions: rental costs, mobility, eviction and eviction threats
- Access to health services: demand and access to primary healthcare and hospitalization
- Food and Livelihood Coping Strategies: Rates of key negative food and non-food related coping strategies
- COVID-19: Access to hygiene items",UNHCR,"A nationally representative sample was extracted from the UNHCR database in Lebanon using a simple random sampling approach. Two nationally representative samples were extracted: (1)Syrian refugees, and (2)Non-Syrian refugees. Data collected through the call center via Phone survey. To account for non-response rate, 1,000 Syrian and 1,000 non-Syrian cases were sampled. NB: Please note that while comparison is usually made to VARON/VASYR, methodologies completely differ and as such comparisons should be approached with caution and not interpreted to the dot. Results: 60% response rate for Syrians, 588 interviews completed.",Computer Assisted Telephone Interview [cati],"The questionnaire included key indicators on household demographics, shelter, expenditures,  livelihoods, debt, coping strategies, food security and consumption, and health.",NA,"Please cite as follows:

UNHCR (2020) Monitoring of the effects of Economic Deterioration on Refugee Households, Wave 3, UNHCR microdata library, https://microdata.unhcr.org",NA,0,0,35.87869869334166,33.92210073342483,Middle East & North Africa,Lebanon,Lower middle income,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Middle East & North Africa,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
277,NA,LBN,Multi-Purpose Cash Assistance: Impact Evaluation on the Well-Being of Syrian Refugees - 2020,UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/277,Lebanon,2018,UNHCR,CAMEALEON,Chiara Genovese/CAMEALEON/chiara.genovese@nrc.no/;Curation team/UNHCR/microdata@unhcr.com/,"Since the onset of the Syrian crisis, the humanitarian community has increasingly relied on cash-based assistance provided from donor contributions and implemented by aid partners under the Lebanon Crisis Response Plan to support the affected population. In November 2017, the World Food Programme (WFP) joined the United Nations High Commissioner for Refugees (UNHCR) and non-governmental organisations (NGO) in the delivery of multi-purpose cash (MPC) to assist the most economically vulnerable Syrian refugee households to meet their basic needs. 

This study aims to measure the short-term (12 months or less) and long-term (more than 12 months) causal impact of the $173.50 and $175 MPC assistance provided by WFP and UNHCR respectively, over and above the $27 per person per month assistance, as well as the impact of discontinuation from MPC on the well-being of Syrian refugees. This report presents the causal impact on multiple dimensions of well-being, namely household expenditures, food security, housing, water, sanitation and hygiene (WASH), education, employment, health and decision-making. 

The key take-away messages from the study are: 
1. The impact of MPC materialised across most dimensions of well-being in the long-term, indicating the importance of households' access to a longer duration of MPC.
2. The benefits of MPC fade for many indicators within 4 to 10 months after discontinuation, and households' well-being returned to pre-assistance levels for most indicators, and dropped slightly below the pre-assistance baseline for others. 
3. The findings would suggest that there are benefits to instituting longer cash cycles and/or linking MPC to other services through a 'cash plus' approach to expand and extend the positive impact of cash on beneficiary households and ensure sustainable impact. 

A total of 11,457 households were visited and used in this analysis, which constitutes one of the largest samples among impact evaluations conducted in Lebanon to date.",2018-07-23-2019-09-0,Household and individual.,"Bekaa, North, and Mount Lebanon",Sample survey data [ssd],"The scope includes: 
- Household expenditures
- Food security
- Housing and WASH
- Education
- Employment
- Health
- Decision making",Economic Development Solutions,"A total of 11,457 households were visited and used in this analysis, which constitutes one of the largest samples among impact evaluations conducted in Lebanon to date. The impact evaluation used a quasi-experimental fuzzy regression discontinuity design, which enables estimation of the causal impact of MPC after different enrolment periods in the programme (rather than producing simple correlations). For this purpose, a multi-sectoral household survey was collected across three regions in Lebanon (Bekaa, North, and Mount Lebanon), where 85 per cent of Syrian refugees and 94 per cent of MPC beneficiaries live, over three waves of data collection held in July/ August 2018, February/March 2019, and July/August 2019. The multiple rounds of data collection allowed for the measurement of effects that materialise at different points in time and enabled the validation of the detected impact. Furthermore, collecting data in the summer and winter made it possible to account for seasonal variations, and accessing administrative data from UNHCR on other assistance programmes targeting the population of interest made it possible to append this information and distinguish between the effect of MPC and other programmes. WFP and UNHCR cash assistance beneficiaries are selected based on a proxy means testing formula that constructs a vulnerability score for each household based on a set of socio-demographic characteristics from the UNHCR database. This score predicts the per capita expenditure level of households and is used to rank them from most to least vulnerable. All households with a score below the SMEB are eligible for MPC. However, due to budgetary constraints, only about 29 per cent of eligible households currently receive the MPC package. WFP follows a bottom-up approach by including in the programme households starting from the lowest scores and moving up the scores until the allocated funding is fully disbursed. UNHCR employs a geographical bottomup targeting approach by including the most vulnerable households in each geographic region until it reaches the regions allocated proportion given its budget constraints. Accordingly, the point at which the funding is fully disbursed creates an artificial cut-off line. This creates a quasi-natural experiment where households on either side of the cut-off are plausibly similar along observable and unobservable characteristics. As a result, the argument is that the only difference is the receipt of MPC. Thus, any differences in outcomes between households are attributable to the amount of cash assistance received, which allows for measuring the causal impact of the MPC. Notably, because the annual recalibration of the targeting formula that determines a households eligibility for MPC occurred prior to the collection of wave 2 data, this uniquely positioned the study to measure the impact of discontinuation on affected household.",Face-to-face,"The questionnaire included the following sections: demographics, education, employment, health, food, housing, economic situation, accountability.",NA,"Please cite as follows:

CAMEALEON (2020) Multi-Purpose Cash Assistance in Lebanon: Impact Evaluation on the Well-Being of Syrian Refugees - 2020. Ref. CAMEALEON_LBN_2020_MPC. UNHCR microdata library: https://microdata.unhcr.org",NA,0,0,35.87869869334166,33.92210073342483,Middle East & North Africa,Lebanon,Lower middle income,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,Middle East & North Africa,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
415,DDI_WBG_LBN_2011_MICS-P_v01_M_WB,LBN,Multiple Indicator Cluster Survey 2011,UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/415,Lebanon,2011,Development Data Group,Palestinian Central Bureau of Statistics;United Nations Children's Fund,Childinfo/UNICEF /mics@unicef.org/http://www.childinfo.org/mics4_surveys.html;Palestinian Central Bureau of Statistics//diwan@pcbs.gov.ps/http://www.pcbs.gov.ps/,"This survey represents the fourth round of the Multiple Cluster Indicator Survey (MICS4) carried out in the Palestinian camps in Lebanon. MICS4 surveys have been conducted in around fifty countries throughout the world. The objective of the survey is to provide up-to-date information for assessing the situation of children and women in the Palestinian camps in Lebanon, which will be used for monitoring progress towards the Millennium Development Goals and the goals of A World Fit for Children (WFFC).",2011-05-28-2011-07-0,"- Individuals 
- Household",Palestinian refugee camps in Lebanon,Sample survey data [ssd],"The scope of the Multiple Indicator Cluster Survey includes:
- Household: Household Listing Form, Education, Water and Sanitation, Household Characteristics, Child Labour, Child Discipline, Handwashing, Salt Iodization and Water Testing.
- Women: Women's Background, Marriage, Child Mortality (with Birth history), HIV/AIDS, Desire for Last Birth, Maternal and Newborn Health, Illness Symptoms, Contraception, Unmet Need, Female Genital Mutilation/Cutting, and Attitudes Towards Domestic Violence.
- Children under five: Age, Birth Registration, Early Childhood Development, Breastfeeding, Care of Illness, Immunization, and Anthropometry.",NA,"The sample size reached 5,190 households spread over five geographic areas.",Face-to-face,"The questionnaires for the Generic MICS were structured questionnaires based on the MICS4 model questionnaire with some modifications and additions. Household questionnaires were administered to a knowledgeable adult living in the household. The household questionnaire includes Household Listing Form, Education, Water and Sanitation, Household Characteristics, Child Labour, Child Discipline, Handwashing, Salt Iodization and Water Testing.

In addition to a household questionnaire, the Questionnaire for Individual Women was administered to all women aged 15-49 years living in the households. The women's questionnaire includes Women's Background, Marriage, Child Mortality (with Birth history), HIV/AIDS, Desire for Last Birth, Maternal and Newborn Health, Illness Symptoms, Contraception, Unmet Need, Female Genital Mutilation/Cutting, and Attitudes Towards Domestic Violence.

The Questionnaire for Children Under-Five was administered to mothers or caretakers of children under 5 years of age living in the households. The children's questionnaire includes Age, Birth Registration, Early Childhood Development, Breastfeeding, Care of Illness, Immunization, and Anthropometry.",NA,"Use of the dataset must be acknowledged using a citation which would include:
- the Identification of the Primary Investigator
- the title of the survey (including country, acronym and year of implementation)
- the survey reference number
- the source and date of download

Example: 

Palestinian Central Bureau of Statistics, United Nations Children's Fund. Lebanon Multiple Indicator Cluster Survey (MICS) 2011, Palestinian Camps. Ref. WBG_LBN_2011_MICS-P_v01_M. Dataset downloaded from [url] on [date].","The user of the data acknowledges that the original collector of the data, the authorized distributor of the data, and the relevant funding agency bear no responsibility for use of the data or for interpretations or inferences based upon such uses.",0,0,35.87869869334166,33.92210073342483,Middle East & North Africa,Lebanon,Lower middle income,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Middle East & North Africa,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
951,UNHCR_LBN_2021_PM_Q1_v2.1,LBN,Protection Monitoring - Q1 2021,UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/951,Lebanon,2021,UNHCR,UNHCR,Curation team/UNHCR/microdata@unhcr.org,"UNHCR conducts protection monitoring on an ongoing basis to analyze protection trends and the risks that forcibly displaced and stateless persons are facing. Protection monitoring has also the purpose of identifying people who are in need for specific services, support, or information and refer them so that they can receive assistance accordingly to their needs.
In the first quarter of 2021, UNHCR conducted at national level interviews with refugee households to elicit their feedback on the overall protection environment in Lebanon. The purpose of the collection was to use the feedback from refugees to inform UNHCR’s advocacy and programmatic interventions with the aim of improving refugees’ access to protection and essential services, assistance and information. 
",2021-01-04-2021-03-31,Household,"Data was collectedat national level in all governorates: Akkar, Baalbek El Hermel, Beirut, Bekaa, El Nabatieh, Mount Lebanon, North Lebanon, South Lebanon.",Sample survey data [ssd],"The scope includes:
- demographics
- socioeconomic situation
- protection
- basic needs
- livelihood
",Caritas,The data was collected at household level with stratified random sampling at governorate level.,Computer Assisted Personal Interview [capi],"The questionnaire contained the following sections: introduction, personal information, rent, socioeconomic situation, coping mechanisms, debt, food access, priority needs, health, access to information, returns, child labour.","Sample weights can be calculated using the inverse probability of selection, i.e. dividing the size of the population by the sample size for each strata (governorate).",UNHCR (2021). Lebanon: Protection Monitoring - Q1 2021. Accessed from: https://microdata.unhcr.org,NA,0,0,35.87869869334166,33.92210073342483,Middle East & North Africa,Lebanon,Lower middle income,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle East & North Africa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1068,UNHCR_LBN_2022_PM_Q1_v2.1,LBN,Protection Monitoring - Q1 2022,UNHCR MDL,https://microdata.unhcr.org/index.php/catalog/1068,Lebanon,2022,UNHCR,UNHCR,Curation team/UNHCR/microdata@unhcr.org,"UNHCR conducts protection monitoring on an ongoing basis to analyze protection trends and the risks that forcibly displaced and stateless persons are facing. Protection monitoring has also the purpose of identifying people who are in need for specific services, support, or information and refer them so that they can receive assistance accordingly to their needs.
In the first quarter of 2022, UNHCR conducted at national level interviews with refugee households to elicit their feedback on the overall protection environment in Lebanon. The purpose of the collection was to use the feedback from refugees to inform UNHCR's advocacy and programmatic interventions with the aim of improving refugees' access to protection and essential services, assistance and information. 
",2022-01-04-2022-03-31,Household,"Data was collected at national level in all governorates: Akkar, Baalbek El Hermel, Beirut, Bekaa, El Nabatieh, Mount Lebanon, North Lebanon, South Lebanon.",Sample survey data [ssd],"The scope includes:
- demographics
- socioeconomic situation
- protection
- basic needs
- livelihood
",UNHCR,The data was collected at household level with stratified random sampling at governorate level.,Computer Assisted Personal Interview [capi],"The questionnaire contained the following sections: introduction, personal information, rent, socioeconomic situation, coping mechanisms, debt, food access, priority needs, health, access to information, returns, child labour.","Sample weights can be calculated using the inverse probability of selection, i.e. dividing the size of the population by the sample size for each strata (governorate).",UNHCR (2022). Lebanon: Protection Monitoring - Q1 2022. Accessed from: https://microdata.unhcr.org,NA,0,0,35.87869869334166,33.92210073342483,Middle East & North Africa,Lebanon,Lower middle income,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle East & North Africa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
